172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /overrides/__grid/feature/GroupStore.js?_dc=1602852495931 HTTP/1.1" 200 340 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /app.js?_dc=1602852495931 HTTP/1.1" 200 279 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /overrides/view/MultiSelectorSearch.js?_dc=1602852495931 HTTP/1.1" 200 1071 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/ol3-layerswitcher-master/src/ol3-layerswitcher.js?_dc=1602852495932 HTTP/1.1" 200 2546 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/Highstock-5.0.14/code/modules/heatmap.js?_dc=1602852495932 HTTP/1.1" 200 3666 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/Highstock-5.0.14/code/highcharts-more.js?_dc=1602852495932 HTTP/1.1" 200 10801 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/Highstock-5.0.14/code/modules/exporting.js?_dc=1602852495932 HTTP/1.1" 200 4115 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/Highstock-5.0.14/code/modules/offline-exporting.js?_dc=1602852495932 HTTP/1.1" 200 2487 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/Highstock-5.0.14/code/modules/export-csv-1.1.4.js?_dc=1602852495932 HTTP/1.1" 200 3599 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:16 +0000] "GET /lib/js/Highstock-5.0.14/code/modules/highcharts-export-clientside-1.4.3.js?_dc=1602852495932 HTTP/1.1" 200 4548 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
